affiliation_id,affiliation_name,affiliation_country
4577782,technical university of berlin,Germany
4528725,osaka international university,Japan
4141589,national university of rosario,Argentina
4031970,sri krishnadevaraya university,India
899646,punjab agricultural university,India
1343456292,national geographic institute,Belgium
1340972473,urban redevelopment authority,Singapore
1340179700,newyork presbyterian hospital,United States
1336915759,gangwon provincial university,South Korea
1336277565,auckland institute of studies,New Zealand
1333198813,german criminal police office,Germany
1332460256,wildlife conservation society,United States
1331590833,canada border services agency,Canada
1330204332,national veterinary institute,Sweden
1329621470,bhabha atomic research centre,India
1329528197,minneapolis institute of arts,United States
1327237609,chinese ministry of education,China
1327078108,institute for systems biology,United States
1324766304,barrow neurological institute,United States
1323834468,institute for energy research,United States
1321434546,european southern observatory,Germany
1319597252,center for global development,United States
1318116459,national marrow donor program,United States
1316583848,institute of economic studies,France
1314996769,american diabetes association,United States
1314883814,thailand ministry of industry,Thailand
1314505883,united states naval institute,United States
1312537475,naval medical research center,United States
1312222531,agricultural research service,United States
1308881443,computer sciences corporation,United States
1306099058,geological survey of slovenia,Slovenia
1302456161,walt disney animation studios,United States
1302444339,north shore lij health system,United States
1301666793,american enterprise institute,United States
1301508284,new york city fire department,United States
1300548115,industrial research institute,United States
1299303238,national institutes of health,United States
1293062124,automotive service excellence,United States
1292894508,roswell park cancer institute,United States
1290223451,international business school,Hungary
1289243028,oak ridge national laboratory,United States
1289019353,lahey hospital medical center,United States
1287521167,lockheed martin space systems,United States
1281704429,christiana care health system,United States
1280473865,information international inc,United States
1280414376,air force research laboratory,United States
1280339224,nuclear regulatory commission,United States
931913249,norwegian school of economics,Norway
931681460,universiti tunku abdul rahman,Malaysia
929669806,universal technical institute,United States
928080129,financial supervisory service,South Korea
921990950,university of colorado denver,United States
919840625,california dental association,United States
916048824,hunan first normal university,China
904013037,european university of madrid,Spain
893695166,nehru memorial college sullia,India
890611160,martin marietta materials inc,United States
889827437,civilian marksmanship program,United States
888641300,royal agricultural university,United Kingdom
888355192,troy university at montgomery,United States
888069255,west visayas state university,Philippines
887998513,bharati vidyapeeth university,India
886490113,faculty of management studies,Not Found
886105272,viewpoints research institute,United States
880986094,credit acceptance corporation,United States
876151922,florida education association,United States
874792244,european university institute,Italy
874609350,jean moulin university lyon 3,France
866667741,national law university delhi,India
865419266,catholic university of leuven,Belgium
860388503,sias international university,China
858672849,applied signal technology inc,United States
373546210,american board of dermatology,United States
332011152,district university of bogota,Colombia
327977394,krupajala engineering college,India
265217849,french institute of petroleum,France
250383648,izmir kâtip celebi university,Turkey
240042149,abdelmalek essaâdi university,Morocco
237446400,institut superieur de gestion,France
210997871,nova scotia community college,Canada
207852960,saskatchewan research council,Canada
206651237,texas a m university commerce,United States
204553293,china university of petroleum,China
203899302,universiti teknologi petronas,Malaysia
203763938,sunnybrook research institute,Canada
203503627,comprehensive epilepsy center,United States
202652499,institute for social research,Norway
200835202,department of systems biology,Denmark
200745012,krannert school of management,United States
200432940,allameh tabataba i university,Iran
198694009,american institute of physics,United States
197827452,institute of space technology,Pakistan
197524780,petrozavodsk state university,Russia
197465736,north eastern hill university,India
195939026,glasgow caledonian university,United Kingdom
194498584,academy of fine arts helsinki,Finland
192664086,northeastern state university,United States
191484440,university of mary washington,United States
190508380,aichi institute of technology,Japan
189977406,university of the andes chile,Chile
188884621,lodz university of technology,Poland
187400657,south china normal university,China
186087557,paul verlaine university metz,France
184889055,washington and lee university,United States
184851948,national aerospace laboratory,Netherlands
184654094,fayetteville state university,United States
183623424,ucl institute of child health,United Kingdom
183146814,rhode island school of design,United States
183067930,shanghai jiao tong university,China
181761882,the college of st scholastica,United States
181697535,suny downstate medical center,United States
180242103,stockholm school of economics,Sweden
179038810,westinghouse electric company,United States
179009006,indiana university south bend,United States
178169726,southern methodist university,United States
177449303,california baptist university,United States
177191879,sun microsystems laboratories,United States
177156846,south dakota state university,United States
176808543,liaoning technical university,China
176205391,uttaradit rajabhat university,Thailand
175938002,southern adventist university,United States
175532246,university of eastern finland,Finland
174205508,graduate school of management,Not Found
171256487,university of technology iraq,Iraq
170239107,university of south australia,Australia
170110779,ansal institute of technology,India
169381014,guanghua school of management,China
169045520,federal university of paraiba,Brazil
168777058,sethu institute of technology,India
166182418,medical university of silesia,Poland
166162893,office of population research,United States
165737746,tomas bata university in zlin,Czech Republic
163113649,eastern new mexico university,United States
162577319,university of texas at dallas,United States
161387315,american university of madaba,Jordan
161350542,china three gorges university,China
161127581,federal fluminense university,Brazil
159107703,eastern washington university,United States
158864471,fedex institute of technology,United States
157943965,holon institute of technology,Israel
157855434,bourns college of engineering,United States
157674215,presidency university kolkata,India
157358134,rmit international university,Vietnam
156118397,southampton solent university,United Kingdom
152804834,tzu chi college of technology,Taiwan
152269853,qilu university of technology,China
151727225,harbin engineering university,China
149600142,siemens building technologies,Switzerland
148128599,university of marne la vallee,France
147527907,technical university of varna,Bulgaria
145966588,united federation of teachers,United States
141893530,ptv planung transport verkehr,Not Found
140221134,anhui agricultural university,China
139222816,gogte institute of technology,India
138622004,national economics university,Vietnam
137967721,mapua institute of technology,Philippines
137799390,university of the west indies,Jamaica
136722135,claremont graduate university,United States
136446963,okayama university of science,Japan
135015705,australian school of business,Australia
134793997,national university of tainan,Taiwan
133085544,al yamamah private university,Saudi Arabia
132053463,universite libre de bruxelles,Belgium
131762061,georgian technical university,Georgia
130769515,pennsylvania state university,United States
129615261,vaal university of technology,South Africa
129138385,china criminal police college,China
127763184,bunker hill community college,United States
127670440,bahauddin zakariya university,Pakistan
127336678,ecole mohammadia d ingenieurs,Morocco
125904092,shenyang aerospace university,China
125768316,northampton community college,United States
125749732,university of western ontario,Canada
122633378,paavai college of engineering,India
122534668,marche polytechnic university,Italy
120642085,st joseph engineering college,India
120250893,new york university abu dhabi,United Arab Emirates
120217413,izmir institute of technology,Turkey
119744171,higher colleges of technology,United Arab Emirates
118525010,colorado technical university,United States
117965899,university of hawaii at manoa,United States
114982338,aalborg university copenhagen,Denmark
114531698,tokyo institute of technology,Japan
114203471,university of gloucestershire,United Kingdom
114112103,leibniz university of hanover,Germany
113974858,mitsubishi research institute,Japan
112036840,jessenius faculty of medicine,Slovakia
111409846,panimalar engineering college,India
109297418,gebze institute of technology,Turkey
107931983,universidade federal do amapa,Brazil
106165777,university of central florida,United States
105086349,north sichuan medical college,China
103911934,university of the philippines,Philippines
102499492,logan college of chiropractic,United States
102451721,academy of media arts cologne,Germany
102015815,christian brothers university,United States
99069390,metropolitan state university,United States
98993165,capitol technology university,United States
98635879,american university of beirut,Lebanon
98259816,birkbeck university of london,United Kingdom
96478251,hunan institute of technology,China
96323854,national yang ming university,Taiwan
92834545,esc rennes school of business,France
91322777,jackson school of geosciences,United States
91279580,chung shan medical university,Taiwan
91125648,wuhan institute of technology,China
89095802,central university of gujarat,India
88372448,dalian polytechnic university,China
86987016,royal institute of technology,Sweden
86519309,university of texas at austin,United States
86211378,university of the arts london,United Kingdom
84690518,kenan flagler business school,United States
83578353,northwest nazarene university,United States
82509713,malardalen university college,Sweden
82288201,institute of technology sligo,Ireland
79889768,federal university of alagoas,Brazil
79833322,pomeranian medical university,Poland
78874557,st mary s college of maryland,United States
78724572,jacksonville state university,United States
77528689,mckv institute of engineering,India
76973811,abant izzet baysal university,Turkey
76503145,samsung india software center,India
76248331,interval research corporation,United States
76129166,premier university chittagong,Bangladesh
75842580,maurice a deane school of law,United States
75535952,american university of kuwait,Kuwait
75059550,zhejiang gongshang university,China
74899385,central queensland university,Australia
74455405,dahan institute of technology,Taiwan
72872986,universidade federal do pampa,Brazil
72503238,institute for plasma research,India
72375662,osaka institute of technology,Japan
71454806,dynamics research corporation,United States
71270174,victoria university australia,Australia
70764802,national technical university,Not Found
70074341,malnad college of engineering,India
69740276,tokyo metropolitan university,Japan
69234490,wellington management company,United States
68728177,university of new york tirana,Albania
68666633,grenoble school of management,France
68207295,ponta grossa state university,Brazil
68106152,universidade federal de goias,Brazil
67256668,kharkiv polytechnic institute,Ukraine
66068411,genome institute of singapore,Singapore
64427410,hong kong shue yan university,Hong Kong
64152125,zurich university of the arts,Switzerland
63371133,chongqing jiaotong university,China
63216439,toyama prefectural university,Japan
60770847,notre dame university louaize,Lebanon
60587646,brno university of technology,Czech Republic
58286723,lunar and planetary institute,United States
58152225,texas a m university at qatar,Qatar
57913696,istanbul medeniyet university,Turkey
57328836,north dakota state university,United States
56311857,hanoi school of public health,Vietnam
55741626,technical university of crete,Greece
55545905,american mathematical society,United States
53964585,weizmann institute of science,Israel
52669646,western washington university,United States
52180223,hunan agricultural university,China
52158045,china agricultural university,China
50983956,chaitanya engineering college,India
48912391,istanbul technical university,Turkey
47853400,misr international university,Egypt
47689461,northeast forestry university,China
46043019,berlin university of the arts,Germany
44892455,takeda pharmaceutical company,Japan
43879129,government college university,Pakistan
43717357,university college maastricht,Netherlands
42174944,language computer corporation,United States
41208885,harbin university of commerce,China
40978471,rappaport faculty of medicine,Israel
39737112,chulabhorn research institute,Thailand
39343248,humboldt university of berlin,Germany
39018119,aichi university of education,Japan
38631343,em strasbourg business school,France
38538140,asian institute of technology,Thailand
33820307,faculte polytechnique de mons,Belgium
33443951,kyoto city university of arts,Japan
31746571,university of new south wales,Australia
31419693,kyungpook national university,South Korea
31151848,technical university of sofia,Bulgaria
30867006,aarhus school of architecture,Denmark
30336048,norcom information technology,Germany
29867402,central washington university,United States
28330173,oklahoma christian university,United States
27429435,kyoto institute of technology,Japan
27157207,st joseph s college bangalore,India
25846049,national tsing hua university,Taiwan
25399270,southwest forestry university,China
24768866,bulgarian academy of sciences,Bulgaria
24273437,transport research laboratory,United Kingdom
21881038,bogor agricultural university,Indonesia
21300717,college of engineering guindy,India
20648287,alba graduate business school,Greece
20238315,netaji subhas open university,India
19861218,usman institute of technology,Pakistan
18676053,mercator school of management,Germany
17937529,german cancer research center,Germany
17707393,whiting school of engineering,United States
16295237,gansu agricultural university,China
15632735,hindustan aeronautics limited,India
15059493,izmir university of economics,Turkey
14314212,osaka university of economics,Japan
12649496,inti international university,Malaysia
12240146,australian institute of sport,Australia
11821261,general dynamics land systems,United States
8606887,grand valley state university,United States
8541234,university college of bahrain,Bahrain
8488066,chiba institute of technology,Japan
7597260,hungarian academy of sciences,Hungary
7133646,niigata college of technology,Japan
5979889,bank of america merrill lynch,United States
4800084,southwest jiaotong university,China
4750791,henan agricultural university,China
4576418,universiti teknologi malaysia,Malaysia
4092182,graz university of technology,Austria
2657118,vasavi college of engineering,India
1921588,university of wisconsin stout,United States
1341640284,centrum wiskunde informatica,Netherlands
1338920048,marine biological laboratory,United States
1338037407,college of natural resources,Not Found
1336527429,m a m college of engineering,India
1336432201,south african national parks,South Africa
1334374962,amrita school of engineering,India
1333927446,united states secret service,United States
1333622710,geological survey of finland,Finland
1328980842,burmese ministry of commerce,Not Found
1328775524,zhejiang sci tech university,China
1328728281,m a com technology solutions,United States
1323924552,chemical heritage foundation,United States
1322422313,korea polytechnic university,South Korea
1320320070,food and drug administration,Thailand
1319743688,abbott northwestern hospital,United States
1318687432,national academy of sciences,United States
1317822957,palo alto medical foundation,United States
1317776637,universidade federal do acre,Brazil
1315181785,pacific maritime association,United States
1313980527,institut fur rundfunktechnik,Germany
1313416372,united states forest service,United States
1309796872,national pingtung university,Taiwan
1305244822,new york city law department,United States
1302390186,cardiff school of art design,United Kingdom
1301864278,arkansas children s hospital,United States
1301626629,new york academy of medicine,United States
1300541047,national museum of ethnology,Netherlands
1299915259,serc reliability corporation,United States
1299779963,project management institute,United States
1295349077,linux professional institute,Canada
1294504835,marshall space flight center,United States
1294278766,children s memorial hospital,United States
1293718874,tri service general hospital,Taiwan
1291836623,mount sinai hospital toronto,Canada
1291822081,grumman aircraft corporation,United States
1290463931,southwest research institute,United States
1289702989,university system of georgia,United States
1289584040,maine principals association,United States
1288463179,ministry of internal affairs,Romania
1286361989,american petroleum institute,United States
1285929390,hubei university of medicine,China
1283280774,brigham and women s hospital,United States
1282688002,health on the net foundation,Switzerland
1281539108,hospital for special surgery,United States
933276082,cleveland institute of music,United States
932026679,innovative solutions support,United States
931969281,middle georgia state college,United States
927504317,nanchang hangkong university,China
926082481,ventspils university college,Latvia
924649340,unisource energy corporation,United States
922225618,financial services authority,United Kingdom
915721738,digital federal credit union,United States
913958620,erasmus university rotterdam,Netherlands
911458345,vu university medical center,Netherlands
908064174,career education corporation,United States
905734797,maharshi dayanand university,India
902853741,blue ridge community college,United States
892733914,seemanta engineering college,India
886398382,atlanta metropolitan college,United States
884179890,anschutz entertainment group,United States
879845529,pakistan engineering council,Pakistan
875651846,francisco gavidia university,El Salvador
872398443,first international computer,Taiwan
870178186,nyenrode business university,Netherlands
866291873,manchester community college,United States
860003557,pec university of technology,India
566756962,the heritage academy kolkata,India
331742635,fiat powertrain technologies,Italy
331196382,universidad central del este,Dominican Republic
268303160,medical university of warsaw,Poland
267427436,saigon technology university,Vietnam
265519392,erzurum technical university,Turkey
258800397,new york university shanghai,China
254029264,european university viadrina,Germany
249887453,alderson broaddus university,United States
221716585,university of texas at tyler,United States
213512949,t a pai management institute,India
207025910,periyar maniammai university,India
206445236,carlson school of management,United States
205944377,valley city state university,United States
204308271,medical college of wisconsin,United States
203189479,the open university of japan,Japan
203088144,nova southeastern university,United States
201426678,eastern mennonite university,United States
200296433,peking union medical college,China
198251651,national service of learning,Colombia
198246292,centre for social innovation,Austria
197940685,national oceanography centre,United Kingdom
197191942,st francis xavier university,Canada
196345858,chungnam national university,South Korea
195573530,janelia farm research campus,United States
193531525,george washington university,United States
192454743,sandia national laboratories,United States
192392021,university of central punjab,Pakistan
191429286,sam houston state university,United States
189462010,universiti brunei darussalam,Brunei
188973947,novosibirsk state university,Russia
186468332,a v c college of engineering,India
186129607,canadian university of dubai,United Arab Emirates
184692499,austin peay state university,United States
184616310,illinois wesleyan university,United States
183496438,portuguese air force academy,Portugal
181714291,open university of sri lanka,Sri Lanka
181391015,state university of campinas,Brazil
181355716,allama iqbal open university,Pakistan
181046868,bi norwegian business school,Norway
181037475,law school admission council,Not Found
180203408,yokohama national university,Japan
179299105,university of central greece,Greece
179038647,k l n college of engineering,India
177837019,transport research institute,Romania
177700922,otaru university of commerce,Japan
177331275,northern michigan university,United States
177001074,acharya nagarjuna university,India
175548057,vinayaka missions university,India
174736823,daimler trucks north america,United States
174101054,changwon national university,South Korea
173980424,institute of marine sciences,Turkey
173164048,institute for biodiagnostics,Canada
172656520,estonian academy of sciences,Estonia
170627324,university of forestry sofia,Bulgaria
170153556,university of health science,Cambodia
169719367,kyoto prefectural university,Japan
168719708,city university of hong kong,Hong Kong
168416876,northern kentucky university,United States
165953009,tokyo university of the arts,Japan
165304983,national university of lanus,Argentina
164989479,art center college of design,United States
163753206,chungbuk national university,South Korea
162884033,american international group,United States
162339992,thayer school of engineering,United States
161321875,university of beira interior,Portugal
161311093,sumitomo electric industries,Japan
158354165,amsterdam school of the arts,Netherlands
157117621,north maharashtra university,India
156895312,louvain school of management,Belgium
155781252,university of south carolina,United States
155501849,instituto maua de tecnologia,France
155125353,universita campus bio medico,Italy
152743029,kaohsiung medical university,Taiwan
150824429,nara university of education,Japan
150144890,whitman school of management,United States
148863552,national engineering college,India
147809708,asahikawa medical university,Japan
143397708,innsbruck medical university,Austria
143379178,forschungszentrum informatik,Germany
142947616,institute of cancer research,United Kingdom
141568987,hong kong baptist university,Hong Kong
139347817,united states postal service,United States
138847295,open university of catalonia,Spain
138211613,austrian academy of sciences,Austria
137669967,alpha college of engineering,India
136806742,azerbaijan state oil academy,Azerbaijan
136738944,advanced technologies center,Canada
134421475,national physical laboratory,United Kingdom
131868736,prince of songkla university,Thailand
131693049,jeppiaar engineering college,India
131240579,bard college at simon s rock,United States
130830085,fukushima medical university,Japan
130536721,alion science and technology,United States
128037648,saveetha engineering college,India
126467225,national iranian oil company,Iran
125579684,chikushi jogakuen university,Japan
122640774,american university in dubai,United Arab Emirates
122418011,carroll school of management,United States
122266389,university of nebraska omaha,United States
121502294,physical research laboratory,India
121032520,medical university of lublin,Poland
119530710,tokyo electric power company,Japan
119487337,yaskawa electric corporation,Japan
119096390,afeka college of engineering,Israel
119060216,hankyong national university,South Korea
116528569,european university of lefka,Cyprus
114724429,central university of punjab,India
114140264,kellogg school of management,United States
113596687,investment company institute,United States
110017253,francois rabelais university,France
105991555,jingdezhen ceramic institute,China
104906788,catholic university of pusan,South Korea
103527128,southern arkansas university,United States
102669525,university of pelita harapan,Indonesia
102502594,northern illinois university,United States
99944750,p e s college of engineering,India
99041443,mississippi state university,United States
98813999,american college of surgeons,United States
98013543,riyadh college of technology,Saudi Arabia
96733725,shanghai maritime university,China
94649555,indiana university southeast,United States
93047976,state street global advisors,United States
92341780,bharat sanchar nigam limited,India
92039509,guangzhou medical university,China
87780372,chongqing medical university,China
87354575,national chengchi university,Taiwan
87111246,catholic university of korea,South Korea
84724731,la salle university colombia,Colombia
84309776,sugiyama jogakuen university,Japan
83863532,oporto polytechnic institute,Portugal
80693520,american university in cairo,Egypt
77631543,wuxi institute of technology,China
77396741,hunan university of commerce,China
77250616,fort valley state university,United States
76134821,medical university of vienna,Austria
75092371,university of hradec kralove,Czech Republic
74794359,state oceanic administration,China
73443619,university of southern maine,United States
71374576,vikram sarabhai space centre,India
70908550,anhui polytechnic university,China
67206655,fielding graduate university,United States
66867065,east china normal university,China
66752286,university of milano bicocca,Italy
65901052,volvo construction equipment,Sweden
64880282,korea expressway corporation,South Korea
63999011,asu school of sustainability,United States
63525965,university of western sydney,Australia
62318514,university of duisburg essen,Germany
61383054,institute of health sciences,China
60205797,abilene christian university,United States
59946547,universidad camilo jose cela,Spain
57474080,the furukawa electric co ltd,Japan
56858762,universidad nacional del sur,Argentina
56306041,lebanese american university,Lebanon
56001253,universidade sao judas tadeu,Brazil
55862774,west bengal state university,India
53210213,istanbul commerce university,Turkey
52418104,federal university of parana,Brazil
51452335,panjab university chandigarh,India
51101395,pantheon sorbonne university,France
48296137,sukachev institute of forest,Russia
47605537,hang seng management college,Hong Kong
47282705,china classification society,China
46943848,chiba university of commerce,Japan
45756140,hanoi university of industry,Vietnam
45289242,california geological survey,United States
45205469,aichi prefectural university,Japan
43522508,toulouse school of economics,France
43218427,mohanlal sukhadia university,India
40527276,bundeswehr university munich,Germany
40380974,north bengal medical college,India
40036882,institute for advanced study,United States
39705031,catholic university of daegu,South Korea
39387349,university of chieti pescara,Italy
39190216,maulana azad medical college,India
37891753,integrated device technology,United States 
37693276,york college of pennsylvania,United States
36426075,institute of medical science,Not Found
35855495,university college roosevelt,Netherlands
35722693,university of hawaii at hilo,United States
35552710,the nippon dental university,Japan
33907638,penn state greater allegheny,United States
33568414,national insurance institute,Costa Rica
33096239,national dong hwa university,Taiwan
32463749,ishinomaki senshu university,Japan
31982419,cork institute of technology,Ireland
31766871,sookmyung women s university,South Korea
31731781,st luke s college of nursing,Japan
31618427,tokyo polytechnic university,Japan
30849647,tomsk polytechnic university,Russia
28527212,washington jefferson college,United States
28257850,london south bank university,United Kingdom
27911915,consejo superior de deportes,Spain
27897274,istituto superiore di sanita,Italy
27599042,xi an polytechnic university,China
26999989,university of the free state,South Africa
26147066,national university of samoa,Samoa
25055547,hellenic american university,United States
24240610,american university of paris,France
23569422,boonshoft school of medicine,United States
23411379,velammal engineering college,India
21463847,targit business intelligence,Denmark
21250087,charles university in prague,Czech Republic
21131202,university grants commission,India
20690127,indiana university northwest,United States
18925743,shanghai university of sport,China
17856709,bridgewater state university,United States
17533244,an najah national university,Palestinian Territories
17353258,b m s college of engineering,India
16351329,china west normal university,China
14820876,mahendra engineering college,India
14414995,university of ciego de avila,Cuba
14116566,wuhan polytechnic university,China
13634446,general theological seminary,United States
13089092,amsterdam university college,Netherlands
12615008,united international college,China
11892038,university of nigeria nsukka,Nigeria
10703595,global academy of technology,India
10457146,university of santiago chile,Chile
9008868,pilot university of colombia,Colombia
8775707,vietnamese german university,Vietnam
8679417,open university of hong kong,Hong Kong
7761542,hebei polytechnic university,China
6498739,indian statistical institute,India
6332465,morehouse school of medicine,United States
6090238,iwate prefectural university,Japan
5816614,national institute of design,India
5467274,akita prefectural university,Japan
5324124,seoul theological university,South Korea
4784299,university of western greece,Greece
4314330,w p carey school of business,United States
3800349,wisconsin school of business,United States
1196224,southern nazarene university,United States
430192,appalachian state university,United States
226432,universiti malaysia kelantan,Malaysia
1342360035,uppsala university hospital,Sweden
1341385179,kentucky baptist convention,United States
1341030882,educational testing service,United States
1339298314,sony computer entertainment,Japan
1337719021,australian research council,Australia
1334069289,carolinas healthcare system,United States
1333512998,united states census bureau,United States
1333109800,st lukes episcopal hospital,United States
1330654748,madigan army medical center,United States
1330185648,financial conduct authority,United Kingdom
1327875273,international baccalaureate,Switzerland
1327020802,geological survey of canada,Canada
1326655265,center for applied genomics,United States
1326330193,institute of marine biology,Ukraine
1325736334,battelle memorial institute,United States
1324574813,primary children s hospital,United States
1323199999,central intelligence agency,United States
1322144052,united aircraft corporation,Russia
1320752870,congressional budget office,United States
1319689352,fisheries and oceans canada,Canada
1316216832,inter services intelligence,Pakistan
1313323035,russian academy of sciences,Russia
1311060795,national science foundation,United States
1310859192,bascom palmer eye institute,United States
1310145890,international monetary fund,United States
1308158557,hong kong marine department,Hong Kong
1306932309,cooperative research centre,Australia
1306266525,goddard space flight center,United States
1303354386,southern baptist convention,Georgia
1302918504,planetary science institute,United States
1295339012,boeing commercial airplanes,United States
1295271775,defense intelligence agency,United States
1294913275,university press of america,United States
1293392918,ministry of foreign affairs,South Korea
1289784979,university college hospital,United Kingdom
1287548271,institute for animal health,United Kingdom
1287193074,catholic university of lyon,France
1283197605,surrey satellite technology,United Kingdom
1282927834,cedars sinai medical center,United States
1282105669,argonne national laboratory,United States
1281160679,graphic era hill university,India
931114974,second amendment foundation,United States
924760719,university of north georgia,United States
908309457,free university of brussels,Belgium
904467727,himachal pradesh university,India
902996294,sjb institute of technology,India
901353281,weingarten realty investors,United States
887825562,global reporting initiative,Netherlands
881441977,los angeles mission college,United States
878846911,congress of racial equality,United States
861853513,sapienza university of rome,Italy
695903724,electromagnetic geoservices,Norway
323946660,baekseok culture university,South Korea
291386647,belarusian state university,Belarus
290401418,hkbk college of engineering,India
270586704,yildirim beyazit university,Turkey
254887060,university of north sumatra,Indonesia
250520410,prairie view a m university,United States
243754102,federal university of ceara,Brazil
240707841,instituto benjamin constant,Brazil
230604491,california maritime academy,United States
230091363,german jordanian university,Jordan
213411275,chungbuk provincial college,South Korea
208081647,coastal carolina university,United States
207845377,krishna engineering college,India
207776796,overseas chinese university,Taiwan
205835726,system planning corporation,United States
205023500,chicago kent college of law,United States
203172682,northern arizona university,United States
202028630,changchun normal university,China
201917954,salt lake community college,United States
199361194,nasa astrobiology institute,United States
199278144,shimonoseki city university,Japan
199143407,sunchon national university,South Korea
198945027,central european university,Hungary
197097402,cayetano heredia university,Peru
194838577,st john s innovation centre,United Kingdom
194814389,feinberg school of medicine,United States
194203855,ecole hoteliere de lausanne,Switzerland
194184283,university of east sarajevo,Bosnia and Herzegovina
193541982,national nuclear laboratory,United Kingdom
193365169,national chi nan university,Taiwan
193260172,british university in dubai,United Arab Emirates
190805021,wakayama medical university,Japan
189158971,united states naval academy,United States
187169597,pinnacle financial partners,United States
186667990,the neurosciences institute,Not Found
186414734,university of pinar del rio,Cuba
185689013,aalesund university college,Norway
185641255,virginia military institute,United States
185596852,uttarakhand open university,India
184983240,northeast normal university,China
184656255,university of liechtenstein,Liechtenstein
183794476,helfgott research institute,Not Found
183697188,institute for manufacturing,United Kingdom
182915172,kagawa nutrition university,Japan
182083151,king juan carlos university,Spain
182078086,university of dar es salaam,Tanzania
179060312,northeast dianli university,China
178613991,national taitung university,Taiwan
175836317,electronics research center,United States
175124709,suleyman demirel university,Kazakhstan
174216632,city university of new york,United States
172824197,san francisco art institute,United States
172651771,saclant asw research centre,Italy
172633693,thomas edison state college,United States
170558118,sri venkateswara university,India
169963999,degroote school of business,Canada
167632803,college of engineering pune,India
167027274,nanjing forestry university,China
166681293,north greenville university,United States
165911609,changsha medical university,China
165677929,sungshin women s university,South Korea
165507594,kangwon national university,South Korea
163479175,lockheed martin aeronautics,United States
162787360,institut national d optique,Canada
161296585,tokyo university of science,Japan
161203489,youngstown state university,United States
161057412,university of new hampshire,United States
160583941,rotman school of management,Canada
159082835,international energy agency,France
154833797,zhanjiang normal university,China
154093214,xinjiang medical university,China
154023281,british university in egypt,Egypt
153871386,eastern illinois university,United States
153355300,imperial college healthcare,United Kingdom
152736303,kobe institute of computing,Japan
152429107,jawaharlal nehru university,India
150609352,australian maritime college,Australia
149251103,thomas jefferson university,United States
146539003,donetsk national university,Ukraine
146429904,incheon national university,South Korea
145872427,radboud university nijmegen,Netherlands
144743875,vocational training council,Hong Kong
143165994,hellenic aerospace industry,Greece
141649380,western michigan university,United States
141584323,university of hertfordshire,United Kingdom
139858224,m j p rohilkhand university,India
139221136,centro universitario da fei,Brazil
138272832,devi ahilya vishwavidyalaya,India
138216421,eastern michigan university,United States
138066346,frederick community college,United States
137865882,universite bordeaux segalen,France
137534880,southern federal university,Russia
136754270,state university of paraiba,Brazil
134430530,buskerud university college,Norway
130288811,university of west virginia,United States
127859547,yogyakarta state university,Indonesia
127339247,california state university,United States
127328727,william paterson university,United States
126924076,chongqing normal university,China
126158947,federal university of bahia,Brazil
122896396,gmr institute of technology,India
121935248,musashino gakuin university,Japan
120238654,saudi electronic university,Saudi Arabia
119664326,university of wolverhampton,United Kingdom
119234918,university of northern iowa,United States
118590987,northern borders university,Saudi Arabia
117942362,western illinois university,United States
115059023,strathclyde business school,United Kingdom
114432678,tafila technical university,Jordan
114090438,goethe university frankfurt,Germany
112821123,mukogawa women s university,Japan
112193423,university of wales newport,United Kingdom
112193128,seinan jo gakuin university,Japan
111277659,chonnam national university,South Korea
111149068,national defense university,United States
110325482,eastern kentucky university,United States
108247248,brookdale community college,United States
107640659,south ural state university,Russia
106938459,university of new brunswick,Canada
104941359,al ahliyya amman university,Jordan
104546213,national college of ireland,Ireland
103406327,western carolina university,United States
102347383,university of palangka raya,Indonesia
102190016,university of new caledonia,New Caledonia
100148100,mendoza college of business,United States
97656824,btl institute of technology,India
96840727,cheikh anta diop university,Senegal
95694802,south west state university,Russia
95023434,university of kwazulu natal,South Africa
95013407,pablo de olavide university,Spain
94948490,b s abdur rahman university,India
94636206,mvgr college of engineering,India
94616015,punjab technical university,India
94339441,western kentucky university,United States
90960554,matsumoto dental university,Japan
90843659,university of franche comte,France
90812881,steinbeis hochschule berlin,Germany
90742429,westminster business school,United Kingdom
90425591,free university of colombia,Colombia
90324223,cmr institute of technology,India
86917102,toin university of yokohama,Japan
85533874,shanghai finance university,China
85430060,telemark university college,Norway
83916398,intel mobile communications,United States
83916355,rabindra bharati university,India
83908531,aeronautical systems center,United States
83809506,university of south alabama,United States
83714178,shenyang jianzhu university,China
83579964,szechenyi istvan university,Hungary
83558840,universidade nova de lisboa,Portugal
83467386,it university of copenhagen,Denmark
82977932,cardinal stritch university,United States
82823073,bnm institute of technology,India
81831788,health and safety executive,United Kingdom
81244454,bapatla engineering college,India
80687555,israel electric corporation,Israel
80626142,xinxiang medical university,China
80611190,chonbuk national university,South Korea
79660296,florida memorial university,United States
79291875,national space organization,Taiwan
76920116,srinakharinwirot university,Thailand
76766440,university of san francisco,United States
75840394,american management systems,United States
74966039,rns institute of technology,India
74624717,akershus university college,Norway
73685970,vietnam maritime university,Vietnam
72951846,washington state university,United States
72091625,ubon ratchathani university,Thailand
71792333,university of detroit mercy,United States
71715416,universidade federal do abc,Brazil
71422933,sheffield hallam university,United Kingdom
70782309,telecom management sudparis,France
68986083,northwest normal university,China
67868205,hanoi university of science,Vietnam
