affiliation_id,affiliation_name,affiliation_country
147020272,university of northern virginia,United States
147164307,university college utrecht,Netherlands
147168166,moi university,Kenya
147191731,vaisala,Finland
147230869,china shipbuilding industry corporation,China
147238563,hanseo university,South Korea
147276918,lake superior state university,United States
147280213,universidad veracruzana,Mexico
147331282,university of illinois college of medicine,United States
147337026,trisakti university,Indonesia
147367211,national blood service,United Kingdom
147482076,instituto potosino de investigacion cientifica y tecnologica,Mexico
147488377,mandsaur institute of technology,India
147527907,technical university of varna,Bulgaria
147554453,university of bedfordshire,United Kingdom
147601172,centre de recherches mathematiques,Canada
147630536,oko institut,Germany
147727580,dr b r ambedkar university,India
147757910,quantel,United Kingdom
147765834,leipzig university of applied sciences,Germany
147809708,asahikawa medical university,Japan
147853995,university of alaska anchorage,United States
147869694,continental ag,Germany
147878501,orlando health,United States
147962203,democritus university of thrace,Greece
148037066,tohwa university,Japan
148099254,national chung cheng university,Taiwan
148099405,xi an university of architecture and technology,China
148128599,university of marne la vallee,France
148128674,university of shanghai for science and technology,China
148195559,nera,United States
148261361,institut de physique du globe de paris,France
148277539,surya university,Indonesia
148283060,lawrence berkeley national laboratory,United States
148297040,netherlands organisation for applied scientific research,Netherlands
148314036,uniformed services university of the health sciences,United States
148348395,department of computer engineering university of peradeniya,Sri Lanka
148366613,national chiao tung university,Taiwan
148412808,south puget sound community college,United States
148469923,sree chitra thirunal college of engineering,India
148517538,hellenic air force academy,Greece
148518341,the cyprus institute,Cyprus
148561064,african institute for mathematical sciences,South Africa
148561432,chiron corporation,United States
148673510,mandalay technological university,Myanmar
148751991,sogang university,South Korea
148798404,tokyo university of technology,Japan
148863552,national engineering college,India
148878910,legg mason,United States
148966907,toyota motor engineering manufacturing north america,United States
149028718,gediz university,Turkey
149137203,guiyang medical university,China
149146724,himeji dokkyo university,Japan
149208984,von karman institute for fluid dynamics,Belgium
149213910,university of antwerp,Belgium
149216962,chandigarh engineering college,India
149218525,ankara university,Turkey
149240348,jilin normal university,China
149251103,thomas jefferson university,United States
149292303,troy university,United States
149313025,vignan university,India
149404039,rajiv gandhi college of engineering research and technology chandrapur,India
149432773,rcc institute of information technology,India
149460656,institute of education,United Kingdom
149461666,ca foscari university of venice,Italy
149471917,fort lewis college,United States
149481174,tamagawa university,Japan
149482072,united press international,United States
149521062,university of maryland center for environmental science,United States
149530613,lynn university,United States
149557720,miyagi university of education,Japan
149564915,tokyo dental college,Japan
149581226,hawaii pacific university,United States
149588736,technological educational institute of serres,Greece
149592570,kazimierz wielki university in bydgoszcz,Poland
149594827,xidian university,China
149600142,siemens building technologies,Switzerland
149672521,federation university australia,Australia
149700789,augustana college,United States
149704539,deakin university,Australia
149735164,hengyang normal university,China
149744451,valparaiso university,United States
149758196,chimie paristech,France
149768937,universite de namur,Belgium
149808066,institute of psychology,Czech Republic
149851306,national academy of sciences of ukraine,Ukraine
149871531,institute for mathematics and its applications,Not Found
149899117,max planck society,Germany
149910238,kent state university,United States
149919469,california polytechnic state university,United States
149964584,tokyo university of pharmacy and life sciences,Japan
150026939,tohoku bunka gakuen university,Japan
150037166,central food technological research institute,India
150117356,group health research institute,Not Found
150144890,whitman school of management,United States
150149174,mercer university,United States
150209017,scripps institution of oceanography,United States
150229711,university of electronic science and technology of china,China
150236237,tangshan teacher s college,China
150240954,university of shizuoka,Japan
150263970,jagannath university,Bangladesh
150264550,eni,Italy
150312865,institute for development and research in banking technology,India
150314799,international food policy research institute,United States
150397245,york college city university of new york,Not Found
150406212,university of khartoum,Sudan
150420616,kathmandu,Nepal
150442922,shikoku university,Japan
150468666,emory university,United States
150491032,photronics inc,United States
150493583,chelsea college,United Kingdom
150510651,callaghan innovation,New Zealand
150513749,sant gadge baba amravati university,India
150517870,royal military academy,Belgium
150540706,university of veterinary medicine vienna,Austria
150545927,modul university vienna,Austria
150569930,bayer corporation,United States
150609352,australian maritime college,Australia
150623626,boston university school of medicine,United States
150638750,keene state college,United States
150673438,el colegio de mexico,Mexico
150693791,mount holyoke college,United States
150722199,ohio northern university,United States
150729083,university of brasilia,Brazil
150744194,waseda university,Japan
150761048,mahidol university international college,Thailand
150796782,forte design systems,United States
150807315,guangxi university,China
150824429,nara university of education,Japan
150841398,abes engineering college,India
150870154,indian institute of management ahmedabad,India
150897235,university of clermont ferrand,France
150913223,texas woman s university,United States
150934001,university of mostar,Bosnia and Herzegovina
150993360,hamamatsu photonics,Japan
151001089,avans university of applied sciences,Netherlands
151001649,university of applied sciences worms,Germany
151013683,binzhou university,China
151050371,international university of korea,South Korea
151075929,third military medical university,China
151104398,pokhara university,Nepal
151201029,national scientific and technical research council,Argentina
151221077,chung yuan christian university,Taiwan
151229976,national kaohsiung university of hospitality and tourism,Taiwan
151281966,cisco systems inc,United States
151295451,university of perpignan,France
151321946,cerge ei,Czech Republic
151328261,hampton university,United States
151347721,institute of development studies,United Kingdom
151546095,bhagwan parshuram institute of technology,India
151583259,barry university,United States
151642842,kakatiya institute of technology and science,India
151651118,lincoln university,New Zealand
151688812,shohoku college,Japan
151727225,harbin engineering university,China
151746483,university of waterloo,Canada
151746803,ned university of engineering and technology,Pakistan
151782229,new york university college of nursing,United States
151808788,northrop grumman electronic systems,United States
151811957,gyeongnam national university of science and technology,South Korea
151823869,national academy of sciences of belarus,Belarus
151838903,mookambigai college of engineering,India
151878197,pingdingshan university,China
151893264,jiamusi university,China
151903974,national institute of technology silchar,India
151934421,university of northern british columbia,Canada
151939572,athlone institute of technology,Ireland
152014189,minnesota state university mankato,United States
152031979,nanjing normal university,China
152033890,hainan normal university,China
152040866,marine institute of memorial university of newfoundland,Canada
152091376,wolfson centre for age related diseases,United Kingdom
152100410,aletheia university,Taiwan
152127595,national technical institute for the deaf,United States
152134324,schering plough,United States
152158401,grambling state university,United States
152171566,aetna,United States
152195623,misurata university,Libya
152236710,foundation university islamabad,Pakistan
152238500,chosun university,South Korea
152269853,qilu university of technology,China
152304114,lamont doherty earth observatory,United States
152333232,national institute of parasitic diseases,China
152333473,ecolab,United States
152391192,madhya pradesh bhoj open university,India
152429107,jawaharlal nehru university,India
152456871,university of caldas,Colombia
152479009,biola university,United States
152499364,boston university school of management,United States
152516533,hellenic naval academy,Greece
152518017,university of nis,Serbia
152532586,cfa institute,United States
152650591,university of cauca,Colombia
152736303,kobe institute of computing,Japan
152743029,kaohsiung medical university,Taiwan
152754861,bose institute,India
152804834,tzu chi college of technology,Taiwan
152815399,singapore university of technology and design,Singapore
152830075,frostburg state university,United States
152863018,korea polytechnic vi daegu,South Korea
152869788,motilal nehru national institute of technology allahabad,India
152870717,national atmospheric research laboratory,India
152899642,johnson c smith university,United States
152988861,exelixis,United States
153151563,harrisburg university of science and technology,United States
153156064,kbr,United States
153175449,institute for scientific information,Not Found
153204768,dordt college,United States
153230381,charles sturt university,Australia
153241194,vnr vignana jyothi institute of engineering and technology,India
153251465,b v b college of engineering and technology,India
153265617,sabha university,Libya
153267046,kaiserslautern university of technology,Germany
153291389,sydney conservatorium of music,Australia
153297377,medical university of south carolina,United States
153317226,coe college,United States
153327471,bunkyo university,Japan
153338809,regent university,United States
153355300,imperial college healthcare,United Kingdom
153374732,liaoning normal university,China
153390918,university of cartagena,Colombia
153470267,maebashi institute of technology,Japan
153473198,north china electric power university,China
153487414,haramaya university,Ethiopia
153512688,national taiwan ocean university,Taiwan
153515283,european central bank,Germany
153555950,sait polytechnic,Canada
153562115,syarif hidayatullah state islamic university jakarta,Indonesia
153577553,nancy universite,France
153592363,lawrence university,United States
153610741,tyco international,United States
153648349,university of leicester,United Kingdom
153687341,zarqa private university,Jordan
153718931,university of ottawa,Canada
153719845,bang olufsen,Denmark
153736947,universite paul cezanne aix marseille iii,France
153759453,university college of engineering osmania university,India
153806059,shanghai business school,China
153843547,naruto university of education,Japan
153845743,moscow institute of physics and technology,Russia
153871386,eastern illinois university,United States
153901656,university of north carolina at wilmington,United States
153904384,university of languages and international studies,Vietnam
153908563,nortel,Canada
153921779,philadelphia university,United States
153954893,jaypee university of information technology,India
153975220,kenyatta university,Kenya
153976015,university of ljubljana,Slovenia
154006102,institute for the management of information systems,United Kingdom
154019184,hsin sheng college of medical care and management,Taiwan
154020717,caixa economica federal,Brazil
154023281,british university in egypt,Egypt
154047519,bosch rexroth,Germany
154057602,henry ford health system,United States
154093214,xinjiang medical university,China
154099455,shandong university,China
154100212,schlumberger,France
154114028,reims university,France
154127411,petroleum university of technology,Iran
154130895,university of auckland,New Zealand
154136665,scion,New Zealand
154202486,ifremer,France
154264771,central connecticut state university,United States
154300980,university of bridgeport,United States
154326557,tasc inc,United States
154338468,university of fribourg,Switzerland
154341788,tangshan college,China
154347574,university of rijeka,Croatia
154387261,vita salute san raffaele university,Italy
154389170,yeungnam college of science and technology,South Korea
154425047,university of alberta,Canada
154430654,dental school,Not Found
154481106,ams ag,Austria
154486482,ops b,United Kingdom
154488051,ashkelon academic college,Israel
154490720,ecole nationale d ingenieurs de saint etienne,France
154526488,french institute of health and medical research,France
154549908,indian institute of technology jodhpur,India
154562123,sarvajanik college of engineering and technology,India
154570441,university of california santa barbara,United States
154586514,lexmark,United States
154691954,university of quintana roo,Mexico
154700926,nara national research institute for cultural properties,Japan
154757721,university of piraeus,Greece
154759135,ministry of science and innovation,New Zealand
154799132,universite de moncton,Canada
154833797,zhanjiang normal university,China
154840374,muhimbili university of health and allied sciences,Tanzania
154844550,ecole nationale d ingenieurs du val de loire,France
154851008,indian institute of technology roorkee,India
154858144,sai vidya institute of technology,India
154864474,national taiwan university of science and technology,Taiwan
154893126,guizhou normal university,China
154903789,agfa gevaert,Belgium
154962681,scms school of engineering and technology,India
154970844,jaypee institute of information technology,India
154971649,jawaharlal nehru medical college aligarh,India
154986956,european centre for medium range weather forecasts,United Kingdom
155028946,tribhuvan university,Nepal
155043079,university of nottingham malaysia campus,Malaysia
155093810,university of idaho,United States
155125353,universita campus bio medico,Italy
155125381,galgotias university,India
155140966,university for peace,Costa Rica
155159281,edinboro university of pennsylvania,United States
155173764,rochester institute of technology,United States
155284866,maharishi markandeshwar university mullana,India
155302661,united nations university international institute for software technology,China
155313962,west pomeranian university of technology,Poland
155381812,university of tras os montes and alto douro,Portugal
155417937,bonn rhein sieg university of applied sciences,Germany
155419210,islamic azad university science and research branch tehran,Iran
155501849,instituto maua de tecnologia,France
155617960,kema,Netherlands
155627368,pedagogical university,Mozambique
155660961,university of turku,Finland
155671955,kaeri,South Korea
155673605,union university,United States
155707491,haverford college,United States
155744322,kubota,Japan
155748528,college of engineering bhubaneswar,India
155755663,kalaignar karunanidhi institute of technology,India
155765044,university of hildesheim,Germany
155781252,university of south carolina,United States
155798632,chesf,Brazil
155832436,faculty of humanities and social sciences university of zagreb,Croatia
155837530,national institute of technology durgapur,India
155867693,cray,United States
155877724,omek interactive,Israel
155907036,university of solapur,India
155936010,ovidius university,Romania
155976169,witten herdecke university,Germany
155997454,university of evansville,United States
156001623,prince of wales medical research institute,Australia
156038696,bearys institute of technology,India
156087764,university of california merced,United States
156118397,southampton solent university,United Kingdom
156144747,harbin medical university,China
156171363,nelson marlborough institute of technology,New Zealand
156175267,georgetown university school of medicine,United States
156216236,qassim university,Saudi Arabia
156220630,westminster college,United States
156292868,dalian university of foreign languages,China
156317336,fmc corporation,United States
156406944,defence institute of advanced technology,India
156617370,department of aviation,Not Found
156649623,jobu university,Japan
156802259,eastern virginia medical school,United States
156816832,technological educational institute of western macedonia,Greece
156895312,louvain school of management,Belgium
156971308,hokkaido university of education,Japan
156983542,jordan university of science and technology,Jordan
157071867,fernando pessoa university,Portugal
157075465,bristol myers squibb,United States
157087037,mercyhurst university,United States
157109062,kelley school of business,United States
157117621,north maharashtra university,India
157146768,sydney institute of language and commerce,China
157169809,university of science and technology houari boumediene,Algeria
157173269,columbia college,United States
157183634,shanghai university of science and technology,China
157210198,scuola normale superiore di pisa,Italy
157219812,satya wacana christian university,Indonesia
157227730,university of east london,United Kingdom
157264004,brest state technical university,Belarus
157264075,sangmyung university,South Korea
157273133,university of botswana,Botswana
157282193,institute of molecular pathology and immunology of the university of porto,Portugal
157286207,maynooth university,Ireland
157288922,itron,United States
157338126,moscow state pedagogical university,Russia
157347489,webster university geneva,Switzerland
157349981,state university of new york college of environmental science and forestry,United States
157357266,ningbo institute of technology zhejiang university,China
157358134,rmit international university,Vietnam
157386601,north south university,Bangladesh
157392197,hashemite university,Jordan
157394403,baylor university,United States
157413458,coburg university of applied sciences,Germany
157417397,bowling green state university,United States
157428802,aalborg university esbjerg,Denmark
157455823,state university of new york at new paltz,United States
157459828,northern india engineering college,India
157471465,monmouth college,United States
157485424,kaist,South Korea
157492648,autonomous university of queretaro,Mexico
157507598,shenyang university of technology,China
157536573,pasteur institute,France
157543744,royal college of surgeons of edinburgh,United Kingdom
157556583,institute of science and technology austria,Austria
157582758,singhealth,Singapore
157591606,university of malawi,Malawi
157614274,university of cape town,South Africa
157637111,naval academy,Turkey
157638225,california state university northridge,United States
157650460,universidad de la sabana,Colombia
157669161,international islamic university chittagong,Bangladesh
157674215,presidency university kolkata,India
157674565,university of liege,Belgium
157695491,mec,Not Found
157696592,universiti malaysia terengganu,Malaysia
157703844,international university of sarajevo,Bosnia and Herzegovina
157725225,university of illinois at urbana champaign,United States
157773358,sun yat sen university,China
157773645,wacker chemie,Germany
157833660,interaction design institute ivrea,Italy
157855434,bourns college of engineering,United States
157871872,quantum corporation,United States
157913058,generalitat of catalonia,Spain
157921009,ritsumeikan asia pacific university,Japan
157943965,holon institute of technology,Israel
157960836,nihon pharmaceutical university,Japan
158011677,sonoma state university,United States
158012942,university of richmond,United States
158048120,kinjo gakuin university,Japan
158108717,china national offshore oil corporation,China
158123994,toyo university,Japan
158133745,mgh institute of health professions,United States
158139479,horiba,Japan
158154997,durham university business school,United Kingdom
158183117,pdvsa,Venezuela
158193983,deutsche bank,Germany
158221174,germanischer lloyd,Germany
158239267,bethlehem university,Palestinian Territories
158244335,netherlands forensic institute,Netherlands
158248296,amirkabir university of technology,Iran
158283456,andalusian health service,Spain
158333966,technical university of cluj napoca,Romania
158338959,university of kerala,India
158354165,amsterdam school of the arts,Netherlands
158397150,florida southern college,United States
158411248,sreenidhi institute of science and technology,India
158438070,university of la laguna,Spain
158447531,altran,France
158509141,centro federal de educacao tecnologica celso suckow da fonseca,Brazil
158522022,tuv sud,Germany
158552681,university of life sciences in lublin,Poland
158570864,newcastle university medical school,United Kingdom
158708052,chulalongkorn university,Thailand
158716096,university of peloponnese,Greece
158719220,arista networks,United States
158743462,seoul national university of education,South Korea
158749337,princess sumaya university for technology,Jordan
158803228,kanpur institute of technology,India
158809036,shenzhen institute of information technology,China
158842170,chongqing university,China
158864471,fedex institute of technology,United States
158867519,international management institute new delhi,India
158874118,veterinary college mathura,India
158911535,sri krishna college of engineering technology,India
158929114,tokyo medical university,Japan
158934434,zhongnan university of economics and law,China
158949172,curtin university sarawak,Malaysia
158969623,world wide web foundation,United States
159011437,government accountability office,United States
159034170,nottingham university business school,United Kingdom
159082835,international energy agency,France
159084141,bethel college,United States
159107703,eastern washington university,United States
159129438,universite du quebec a montreal,Canada
159154693,university of sydney business school,Australia
159165171,hokkaido information university,Japan
159176309,university of hamburg,Germany
159219196,rajasthan technical university,India
159229923,ural state technical university,Russia
159247623,mansoura university,Egypt
159253421,cape peninsula university of technology,South Africa
159289790,savannah state university,United States
159299179,dongshin university,South Korea
159337121,madras medical college,India
159344633,kansas city university of medicine and biosciences,United States
159360068,university of piura,Peru
159365519,megatrend university,Serbia
159385669,chiba university,Japan
159389169,ningbo university of technology,China
159411136,geophysical institute university of bergen,Norway
159488224,nara university,Japan
159526901,european committee for standardization,Belgium
159548981,state street corporation,United States
159555192,institute for language and speech processing,Greece
159650629,university of sassari,Italy
159665162,national institute of development administration,Thailand
159737355,instituto tecnologico de puebla,Mexico
159743108,dortmund university of applied sciences and arts,Germany
159873933,dalhousie university faculty of engineering,Canada
159885104,ecole pratique des hautes etudes,France
159948400,jinan university,China
160003610,wilkes university,United States
160013858,istituto nazionale di fisica nucleare,Italy
160014373,analogic corporation,United States
160046202,shiga university of medical science,Japan
160148646,warwick medical school,United Kingdom
160253776,university of cienfuegos,Cuba
160262251,thompson rivers university,Canada
160272722,fortune institute of technology,Taiwan
160302567,north eastern regional institute of science and technology,India
160344538,indian institute of chemical biology,India
160354086,guangxi medical university,China
160354188,henan university of traditional chinese medicine,China
160368002,lebanese university,Lebanon
160391749,jiaying university,China
160419504,higher technological institute,Egypt
160532729,organon international,Netherlands
160570740,beijing institute of machinery,China
160583941,rotman school of management,Canada
160606119,university of tennessee health science center,United States
160674187,china three gorges corporation,China
160682246,prist university,India
160722675,new zealand college of chiropractic,New Zealand
160727737,ecole des mines de douai,France
160856358,university of san diego,United States
160879138,government engineering college sreekrishnapuram,India
160888826,kyung hee cyber university,South Korea
160932699,al quds open university,Palestinian Territories
160968435,university of sargodha,Pakistan
160977438,ternopil national economic university,Ukraine
160992636,toyota technological institute at chicago,United States
160993911,queensland university of technology,Australia
160994706,odense university,Denmark
161024014,kwangwoon university,South Korea
161028277,institute for advanced studies in basic sciences,Iran
161045824,avinashilingam institute for home science and higher education for women,India
161046081,university of freiburg,Germany
161057412,university of new hampshire,United States
161076350,indian institutes of technology,India
161103922,university of marburg,Germany
161104310,zeppelin university,Germany
161106909,iran university of medical sciences,Iran
161107111,tokyo gakugei university,Japan
161113180,metralabs gmbh,Germany
161127581,federal fluminense university,Brazil
161140089,susquehanna university,United States
161165907,southeast missouri state university,United States
161171246,west chester university of pennsylvania,United States
161203489,youngstown state university,United States
161219205,steel authority of india,India
161237661,lahore college for women university,Pakistan
161296585,tokyo university of science,Japan
161301626,lehman college,United States
161311093,sumitomo electric industries,Japan
161318005,institute for theoretical computer science,China
161318765,university of california los angeles,United States
161321875,university of beira interior,Portugal
161346416,jimei university,China
161350542,china three gorges university,China
161371597,universiti malaysia sabah,Malaysia
161372803,strathmore university,Kenya
161374704,university of jos,Nigeria
161387315,american university of madaba,Jordan
161460629,universidade federal rural do rio de janeiro,Brazil
161513276,american psychological association,United States
161515732,university of st thomas,United States
161548249,bangor university,United Kingdom
161593684,stockholm university,Sweden
161593807,wartsila,Finland
161597582,recep tayyip erdogan university,Turkey
161675122,cooperative institute for research in environmental sciences,United States
161708654,sapir academic college,Israel
161712404,elf aquitaine,France
161716053,china pharmaceutical university,China
161745223,tuv rheinland,Germany
161746293,brazilian development bank,Brazil
161856759,concordia university,Canada
161878677,austrian research institute for artificial intelligence,Austria
161913731,al ain university of science and technology,United Arab Emirates
161929037,university of western brittany,France
161941770,university of lucerne,Switzerland
162015237,hochschule wismar,Germany
162020775,netaji subhash engineering college,India
162030827,thapar university,India
162051807,carol davila university of medicine and pharmacy,Romania
162088636,airbus operations s a s,France
162096671,university of los andes,Not Found
162128347,siliguri institute of technology,India
162148367,pontifical catholic university of chile,Chile
162156960,faculty of geodesy university of zagreb,Croatia
162185876,universidade da amazonia,Brazil
162203128,institute of energy conversion,United States
162212782,central state university,United States
162281398,university of hartford,United States
162282272,rohm,Japan
162286248,framestore,United Kingdom
162289562,all india council for technical education,India
162290304,sant anna school of advanced studies,Italy
162339992,thayer school of engineering,United States
162346809,institut national des langues et civilisations orientales,France
162347362,higher school of communication of tunis,Tunisia
162361429,university of mondragon,Spain
162380102,siauliai university,Lithuania
162403527,lorain county community college,United States
162487826,centre hospitalier de luxembourg,Luxembourg
162489102,university of batna,Algeria
162514690,lake forest college,United States
162521676,wufeng university,Taiwan
162524378,science and technology facilities council,United Kingdom
162577319,university of texas at dallas,United States
162608824,university of sussex,United Kingdom
162646704,dowling college,United States
162649878,mecel,Sweden
162706563,hoseo university,South Korea
162714631,george mason university,United States
162720556,karadeniz technical university,Turkey
162749616,penn state mont alto,United States
162787360,institut national d optique,Canada
162817326,indiana university purdue university fort wayne,United States
162827531,indian institute of technology bombay,India
162838928,national chung hsing university,Taiwan
162868743,tianjin university,China
162871001,university of oradea,Romania
162884033,american international group,United States
162930524,china institute of industrial relations,China
162976800,powerwave technologies,United States
163113649,eastern new mexico university,United States
163137577,altai state university,Russia
163151358,cyprus university of technology,Cyprus
163151501,hangzhou normal university,China
163244428,norwegian defence research establishment,Norway
163245316,corvinus university of budapest,Hungary
163340411,hohai university,China
163361683,cognizant,United States
163389970,national institute of science education and research,India
163423212,university of douala,Cameroon
163479175,lockheed martin aeronautics,United States
163605200,osaka shoin women s university,Japan
163706842,black veatch,United States
163732180,guangxi university of finance and economics,China
163753206,chungbuk national university,South Korea
163770644,okayama university,Japan
163793244,vickram college of engineering,India
163793406,health sciences university of hokkaido,Japan
163795733,calvin college,United States
163820797,hsbc france,France
163879017,legacy health,United States
163902620,mount allison university,Canada
163917720,st marianna university school of medicine,Japan
164036789,california institute of the arts,United States
164042929,finnish forest research institute,Finland
164141967,spring arbor university,United States
164160370,fanuc,Japan
164185940,texas a m university at galveston,United States
164213776,king s college,United Kingdom
164214545,cd adapco,United States
164387090,university of applied sciences mainz,Germany
164389053,fordham university,United States
164421362,asahi kasei,Japan
164433580,holkar science college,India
164466728,united nations economic commission for africa,Ethiopia
164555798,morinomiya university of medical sciences,Japan
164574790,altis semiconductor,France
164633055,zirve university,Turkey
164693187,institute of health and biomedical innovation,Australia
164731902,institut national des sciences appliquees,France
164738272,bc cancer research centre,Canada
164790352,universidade do estado de santa catarina,Brazil
164819775,anadarko petroleum,United States
164849246,metaio gmbh,Germany
164861460,manipal university,India
164865396,lim college,United States
164866237,hitachi construction machinery,Japan
164915025,mexican social security institute,Mexico
164936912,university of texas at el paso,United States
164946172,hengshui university,China
164950643,open university of israel,Israel
164956901,visa inc,United States
164989479,art center college of design,United States
165028127,konyang university,South Korea
165053356,ims health,United States
165102784,duquesne university,United States
165106657,chien hsin university of science and technology,Taiwan
165127306,yellow river conservancy commission,China
165139151,university of north texas health science center,United States
165143802,university of queensland,Australia
165230279,gadjah mada university,Indonesia
165232561,asian university,Taiwan
165259314,dr babasaheb ambedkar marathwada university,India
165283593,ehesp,France
165304983,national university of lanus,Argentina
165322559,andrew corporation,United States
165339363,university of oviedo,Spain
165368041,university of iceland,Iceland
165378179,amity institute of biotechnology,India
165382809,carl zeiss meditec,Germany
165390105,university of south africa,South Africa
165441096,national health research institutes,Taiwan
165450437,indiana university bloomington,United States
165488384,general mills,United States
165488957,lingnan university,Hong Kong
165507594,kangwon national university,South Korea
165522056,tokyo denki university,Japan
165524941,wellcome trust centre for neuroimaging,United Kingdom
165525304,edge hill university,United Kingdom
165526535,royal college of art,United Kingdom
165556055,loyola university maryland,United States
165634659,wallis,Not Found
165644332,jalpaiguri government engineering college,India
165677929,sungshin women s university,South Korea
165678365,university of bolton,United Kingdom
165682329,guru nanak dev university,India
165689478,university of edinburgh school of informatics,United Kingdom
165690674,oregon health science university,United States
165733156,university of georgia,United States
165735259,gunma university,Japan
165737746,tomas bata university in zlin,Czech Republic
165745306,southwest petroleum university,China
165779595,university of melbourne,Australia
165799507,rensselaer polytechnic institute,United States
165830163,kyushu women s university,Japan
165831266,nirma university of science and technology,India
165859042,huaibei normal university,China
165862685,st george s university of london,United Kingdom
165911609,changsha medical university,China
165932596,national university of singapore,Singapore
165951966,university of texas health science center at san antonio,United States
165953009,tokyo university of the arts,Japan
165972669,universidade federal da integracao latino americana,Brazil
166073570,binus university,Indonesia
166075037,endesa,Not Found
166077055,institute of information security,Japan
166088655,montclair state university,United States
166139236,balliol college,United Kingdom
166162893,office of population research,United States
166182418,medical university of silesia,Poland
166337079,queen mary university of london,United Kingdom
166401450,national university of cordoba,Argentina
166416128,united states army research laboratory,United States
166427055,xinjiang agricultural university,China
166433441,bremen university of applied sciences,Germany
166437374,environmental research institute of michigan,United States
166455938,university of babylon,Iraq
166459259,shiraz university,Iran
166466826,miami dade college,United States
166501209,creed,Not Found
166533956,institute of management technology ghaziabad,India
166580119,indian institute of social welfare and business management,India
166595947,universidade federal de sao joao del rei,Brazil
166599752,the george washington university school of business,United States
166613482,minnesota state university moorhead,United States
166681293,north greenville university,United States
166719255,bcet gurdaspur,India
166722992,university of massachusetts medical school,United States
166794780,wells fargo,United States
166813715,burdwan medical college,India
166825849,university of tampere,Finland
166843116,sepuluh nopember institute of technology,Indonesia
166846921,liaoning university of petroleum and chemical technology,China
166881300,national healthcare group,Singapore
166928557,university of monastir,Tunisia
166935984,catholic sangji college,South Korea
166937679,shenkar college of engineering and design,Israel
166972335,kenyon college,United States
167026094,institute of advanced media arts and sciences,Japan
167027274,nanjing forestry university,China
167046903,walla walla university,United States
167153416,visvesvaraya national institute of technology,India
167234411,isik university,Turkey
167261309,royal botanic garden edinburgh,United Kingdom
167274908,guangxi university for nationalities,China
167316560,ge global research,Not Found
167322064,universita degli studi ecampus,Italy
167360494,university of wuppertal,Germany
167383011,henan university of science and technology,China
167420956,vilnius gediminas technical university,Lithuania
167576493,colorado school of mines,United States
167593883,lam research,United States
167598709,osaka ohtani university,Japan
167632803,college of engineering pune,India
167694869,bu ali sina university,Iran
167724894,universidad autonoma de la ciudad de mexico,Mexico
167751958,institute of chemical technology,India
167765647,faculty of chemical technology,Czech Republic
167918334,centre national d etudes des telecommunications,France
168046917,whitworth university,United States
168095185,krishna institute of engineering and technology,India
168129107,south west university neofit rilski,Bulgaria
168180000,university of mataram,Indonesia
168208266,venice international university,Italy
168251715,max m fisher college of business,United States
168337820,chongqing university of science and technology,China
168346926,science foundation ireland,Ireland
168356945,kyoto sangyo university,Japan
168416876,northern kentucky university,United States
168537998,eli lilly and company,United States
168635309,university of calgary,Canada
168636783,hachinohe institute of technology,Japan
168639165,singapore institute of technology,Singapore
168660222,general motors europe,Switzerland
168673124,tianjin urban construction institute,China
168685008,international centre of insect physiology and ecology,Kenya
168704049,ecole des mines de nantes,France
168719708,city university of hong kong,Hong Kong
168777058,sethu institute of technology,India
168819179,h milton stewart school of industrial and systems engineering,United States
168824072,crops research institute,Ghana
168864056,bilkent university,Turkey
168870486,st john s college,Not Found
168879160,zhejiang university of science and technology,China
168893459,allahabad university,India
168913471,university of balamand,Lebanon
168933312,danske bank,Denmark
168974976,university of la rioja,Spain
169016828,shimane university,Japan
169019527,quanzhou normal university,China
169045520,federal university of paraiba,Brazil
169046204,universidad autonoma de nuevo leon,Mexico
169049761,valliammai engineering college,India
169065244,mtr corporation,China
169071179,cancer research institute,Slovakia
169071405,hebei north university,China
169077156,st francis college,United States
169086405,winthrop university,United States
169090423,tunghai university,Taiwan
169108374,university of the basque country,Spain
169109204,kielce university of technology,Poland
169138365,springfield technical community college,United States
169138485,cedarville university,United States
169161728,faculty of economics and business university of zagreb,Croatia
169165537,faculdade de ciencias e tecnologia da universidade nova de lisboa,Portugal
169173203,paris diderot university,France
169199633,aston university,United Kingdom
169222155,chicago department of public health,United States
169248161,universidade federal de pelotas,Brazil
169251466,xavier university of louisiana,United States
169255954,bilecik ?eyh edebali university,Turkey
169285535,investment technology group inc,United States
169303448,zuma,Not Found
169333911,gdansk university of technology,Poland
169335092,university of north carolina at greensboro,United States
169351748,bengbu medical college,China
169381014,guanghua school of management,China
169381384,university of groningen,Netherlands
169427155,polytechnic institute of leiria,Portugal
169467343,air force materiel command,United States
169479243,caliper corporation,United States
169494899,slippery rock university of pennsylvania,United States
169495764,jan kochanowski university,Poland
169499850,daewoo shipbuilding marine engineering,South Korea
169521973,university of new mexico,United States
169540460,the aerospace corporation,United States
169541294,flinders university,Australia
169551730,southern california institute of architecture,United States
169572211,northeast agricultural university,China
169584970,science commons,United States
169615421,middle tennessee state university,United States
169635715,the welding institute,United Kingdom
169645620,blaise pascal university,France
169655526,university of arkansas at monticello,United States
169666994,kuwait oil company,Kuwait
169689159,pla information engineering university,China
169719367,kyoto prefectural university,Japan
